UPS Ground Commercial,,,,,,,,,,
Daily Rates,,,,,,,,,,
"EFFECTIVE JANUARY 2, 2006",,,,,,,,,,
Rates do not include a fuel surcharge.,,,,,,,,,,

Weight Not To Exceed, Zone 2 , Zone 3 , Zone 4 , Zone 5 , Zone 6 , Zone 7 , Zone 8,Zone 44,Zone 45,Zone 46
21,$6.47 ,$7.34 ,$7.67 ,$8.95 ,$11.27 ,$13.53 ,$15.97 ,$47.40 ,$47.40 ,$58.83 
22,$6.61 ,$7.56 ,$7.94 ,$9.29 ,$11.73 ,$14.06 ,$16.63 ,$48.87 ,$48.87 ,$60.29 
23,$6.78 ,$7.78 ,$8.20 ,$9.63 ,$12.17 ,$14.57 ,$17.31 ,$50.51 ,$50.51 ,$61.76 
24,$6.94 ,$7.98 ,$8.47 ,$9.94 ,$12.63 ,$15.11 ,$17.98 ,$52.16 ,$52.16 ,$63.40 
25,$7.10 ,$8.20 ,$8.74 ,$10.24 ,$13.08 ,$15.65 ,$18.65 ,$53.81 ,$53.81 ,$65.14 
26,$7.28 ,$8.39 ,$8.99 ,$10.56 ,$13.54 ,$16.14 ,$19.29 ,$55.64 ,$55.64 ,$66.79 
27,$7.44 ,$8.57 ,$9.24 ,$10.87 ,$13.99 ,$16.63 ,$19.93 ,$57.20 ,$57.20 ,$68.52 
28,$7.60 ,$8.77 ,$9.52 ,$11.19 ,$14.44 ,$17.13 ,$20.60 ,$58.74 ,$58.74 ,$70.26 
29,$7.76 ,$8.96 ,$9.79 ,$11.52 ,$14.89 ,$17.68 ,$21.25 ,$60.40 ,$60.40 ,$71.72 
30,$7.94 ,$9.18 ,$10.08 ,$11.86 ,$15.35 ,$18.24 ,$21.92 ,$61.86 ,$61.86 ,$73.19 
31,$8.09 ,$9.37 ,$10.34 ,$12.18 ,$15.79 ,$18.79 ,$22.58 ,$63.42 ,$63.42 ,$74.56 
32,$8.17 ,$9.57 ,$10.61 ,$12.52 ,$16.24 ,$19.33 ,$23.26 ,$64.79 ,$64.79 ,$75.94 
33,$8.33 ,$9.78 ,$10.89 ,$12.87 ,$16.67 ,$19.89 ,$23.92 ,$66.16 ,$66.16 ,$77.49 
34,$8.48 ,$10.00 ,$11.15 ,$13.20 ,$17.12 ,$20.44 ,$24.58 ,$67.62 ,$67.62 ,$78.95 
35,$8.63 ,$10.23 ,$11.43 ,$13.53 ,$17.56 ,$21.00 ,$25.25 ,$69.28 ,$69.28 ,$80.32 
36,$8.78 ,$10.42 ,$11.67 ,$13.86 ,$18.00 ,$21.55 ,$25.91 ,$70.92 ,$70.92 ,$81.79 
37,$8.94 ,$10.64 ,$11.94 ,$14.20 ,$18.40 ,$22.10 ,$26.56 ,$72.57 ,$72.57 ,$83.25 
38,$9.08 ,$10.84 ,$12.20 ,$14.54 ,$18.82 ,$22.65 ,$27.20 ,$74.30 ,$74.30 ,$84.72 
39,$9.21 ,$11.05 ,$12.47 ,$14.86 ,$19.23 ,$23.19 ,$27.82 ,$75.76 ,$75.76 ,$86.18 
40,$9.35 ,$11.29 ,$12.74 ,$15.20 ,$19.64 ,$23.75 ,$28.45 ,$77.51 ,$77.51 ,$87.83 
41,$9.48 ,$11.48 ,$12.99 ,$15.54 ,$20.05 ,$24.30 ,$29.07 ,$79.15 ,$79.15 ,$89.38 
42,$9.62 ,$11.69 ,$13.25 ,$15.87 ,$20.43 ,$24.85 ,$29.70 ,$80.80 ,$80.80 ,$91.03 
43,$9.75 ,$11.90 ,$13.51 ,$16.21 ,$20.82 ,$25.39 ,$30.33 ,$82.45 ,$82.45 ,$92.68 
44,$9.89 ,$12.10 ,$13.74 ,$16.54 ,$21.19 ,$25.93 ,$30.96 ,$84.10 ,$84.10 ,$94.33 
45,$9.99 ,$12.31 ,$13.99 ,$16.88 ,$21.56 ,$26.48 ,$31.59 ,$85.74 ,$85.74 ,$95.97 
46,$10.09 ,$12.51 ,$14.20 ,$17.19 ,$21.89 ,$26.95 ,$32.17 ,$87.38 ,$87.38 ,$97.53 
47,$10.18 ,$12.69 ,$14.43 ,$17.50 ,$22.20 ,$27.44 ,$32.75 ,$89.04 ,$89.04 ,$100.00 
48,$10.29 ,$12.87 ,$14.65 ,$17.80 ,$22.52 ,$27.92 ,$33.29 ,$90.58 ,$90.58 ,$100.64 
49,$10.38 ,$13.03 ,$14.86 ,$18.10 ,$22.82 ,$28.38 ,$33.77 ,$92.14 ,$92.14 ,$102.29 
50,$10.47 ,$13.18 ,$15.06 ,$18.38 ,$23.12 ,$28.84 ,$34.23 ,$93.69 ,$93.69 ,$103.93 
51,$10.58 ,$13.30 ,$15.27 ,$18.65 ,$23.40 ,$29.27 ,$34.66 ,$95.26 ,$95.26 ,$105.57 
52,$10.68 ,$13.42 ,$15.46 ,$18.90 ,$23.68 ,$29.62 ,$35.10 ,$96.81 ,$96.81 ,$107.04 
53,$10.77 ,$13.56 ,$15.64 ,$19.16 ,$23.96 ,$29.95 ,$35.46 ,$98.27 ,$98.27 ,$108.60 
54,$10.88 ,$13.67 ,$15.84 ,$19.39 ,$24.25 ,$30.21 ,$35.79 ,$99.83 ,$99.83 ,$110.15 
55,$10.97 ,$13.80 ,$16.00 ,$19.63 ,$24.52 ,$30.43 ,$36.07 ,$101.38 ,$101.38 ,$111.70 
56,$11.06 ,$13.92 ,$16.18 ,$19.86 ,$24.81 ,$30.59 ,$36.32 ,$102.94 ,$102.94 ,$113.26 
57,$11.16 ,$14.06 ,$16.34 ,$20.09 ,$25.08 ,$30.77 ,$36.56 ,$104.59 ,$104.59 ,$114.82 
58,$11.27 ,$14.18 ,$16.50 ,$20.31 ,$25.35 ,$30.94 ,$36.81 ,$106.14 ,$106.14 ,$116.38 
59,$11.36 ,$14.29 ,$16.64 ,$20.50 ,$25.59 ,$31.12 ,$37.06 ,$107.78 ,$107.78 ,$118.02 
60,$11.47 ,$14.41 ,$16.80 ,$20.65 ,$25.81 ,$31.29 ,$37.31 ,$109.43 ,$109.43 ,$119.66 
61,$11.57 ,$14.52 ,$16.94 ,$20.79 ,$26.04 ,$31.46 ,$37.56 ,$111.26 ,$111.26 ,$121.49 
62,$11.66 ,$14.63 ,$17.08 ,$20.93 ,$26.23 ,$31.66 ,$37.81 ,$113.09 ,$113.09 ,$123.32 
63,$11.77 ,$14.75 ,$17.20 ,$21.07 ,$26.39 ,$31.84 ,$38.06 ,$114.92 ,$114.92 ,$125.15 
64,$11.87 ,$14.85 ,$17.32 ,$21.21 ,$26.58 ,$32.02 ,$38.30 ,$116.85 ,$116.85 ,$126.98 
65,$11.96 ,$14.96 ,$17.44 ,$21.35 ,$26.74 ,$32.21 ,$38.55 ,$118.76 ,$118.76 ,$128.72 
66,$12.06 ,$15.06 ,$17.56 ,$21.50 ,$26.91 ,$32.39 ,$38.79 ,$120.59 ,$120.59 ,$130.55 
67,$12.16 ,$15.17 ,$17.69 ,$21.63 ,$27.10 ,$32.57 ,$39.05 ,$122.42 ,$122.42 ,$132.38 
68,$12.24 ,$15.29 ,$17.80 ,$21.77 ,$27.25 ,$32.76 ,$39.29 ,$124.17 ,$124.17 ,$134.21 
69,$12.34 ,$15.40 ,$17.92 ,$21.92 ,$27.42 ,$32.94 ,$39.55 ,$125.99 ,$125.99 ,$136.04 
70,$12.42 ,$15.50 ,$18.04 ,$22.06 ,$27.58 ,$33.12 ,$39.79 ,$127.82 ,$127.82 ,$137.97 
71,$17.96 ,$20.21 ,$22.51 ,$24.70 ,$29.85 ,$34.89 ,$41.29 ,$130.02 ,$130.02 ,$139.61 
72,$22.70 ,$24.84 ,$26.88 ,$27.79 ,$32.01 ,$36.74 ,$42.51 ,$132.21 ,$132.21 ,$141.26 
73,$26.69 ,$28.71 ,$30.60 ,$30.87 ,$34.13 ,$38.61 ,$43.43 ,$134.41 ,$134.41 ,$142.90 
74,$29.45 ,$31.57 ,$33.42 ,$33.96 ,$36.18 ,$40.15 ,$44.26 ,$136.15 ,$136.15 ,$144.55 
75,$30.95 ,$33.07 ,$35.28 ,$35.81 ,$38.10 ,$41.38 ,$44.97 ,$137.71 ,$137.71 ,$146.20 
76,$32.44 ,$34.30 ,$36.20 ,$36.98 ,$39.69 ,$42.30 ,$45.58 ,$139.25 ,$139.25 ,$147.84 
77,$33.73 ,$35.43 ,$37.02 ,$37.96 ,$40.95 ,$42.92 ,$46.09 ,$140.81 ,$140.81 ,$149.49 
78,$34.82 ,$36.49 ,$37.78 ,$38.79 ,$41.88 ,$43.48 ,$46.59 ,$142.47 ,$142.47 ,$151.14 
79,$35.71 ,$37.54 ,$38.47 ,$39.47 ,$42.51 ,$44.05 ,$47.08 ,$144.01 ,$144.01 ,$152.79 
80,$36.43 ,$38.60 ,$39.08 ,$40.00 ,$43.00 ,$44.54 ,$47.58 ,$145.66 ,$145.66 ,$154.43 
81,$37.10 ,$39.15 ,$39.64 ,$40.50 ,$43.51 ,$45.03 ,$48.07 ,$147.31 ,$147.31 ,$156.26 
82,$37.72 ,$39.71 ,$40.19 ,$41.00 ,$44.00 ,$45.53 ,$48.55 ,$149.06 ,$149.06 ,$158.09 
83,$38.28 ,$40.24 ,$40.73 ,$41.49 ,$44.49 ,$46.03 ,$49.04 ,$150.70 ,$150.70 ,$159.92 
84,$38.79 ,$40.78 ,$41.26 ,$41.99 ,$44.99 ,$46.52 ,$49.52 ,$152.43 ,$152.43 ,$161.75 
85,$39.29 ,$41.29 ,$41.77 ,$42.49 ,$45.49 ,$47.02 ,$50.01 ,$154.17 ,$154.17 ,$163.31 
86,$39.79 ,$41.79 ,$42.29 ,$42.97 ,$45.99 ,$47.52 ,$50.50 ,$155.82 ,$155.82 ,$164.86 
87,$40.28 ,$42.30 ,$42.80 ,$43.46 ,$46.48 ,$48.01 ,$50.98 ,$157.56 ,$157.56 ,$166.42 
88,$40.79 ,$42.80 ,$43.30 ,$43.94 ,$46.98 ,$48.50 ,$51.48 ,$159.30 ,$159.30 ,$167.98 
89,$41.29 ,$43.30 ,$43.79 ,$44.43 ,$47.48 ,$49.00 ,$51.98 ,$160.95 ,$160.95 ,$169.53 
90,$41.79 ,$43.79 ,$44.30 ,$44.92 ,$47.96 ,$49.50 ,$52.46 ,$162.59 ,$162.59 ,$171.08 
91,$42.30 ,$44.30 ,$44.78 ,$45.42 ,$48.45 ,$50.00 ,$52.96 ,$164.33 ,$164.33 ,$172.64 
92,$42.80 ,$44.79 ,$45.27 ,$45.91 ,$48.93 ,$50.50 ,$53.46 ,$165.89 ,$165.89 ,$174.19 
93,$43.30 ,$45.30 ,$45.75 ,$46.41 ,$49.42 ,$50.99 ,$53.95 ,$167.53 ,$167.53 ,$175.75 
94,$43.78 ,$45.80 ,$46.22 ,$46.91 ,$49.91 ,$51.48 ,$54.45 ,$169.09 ,$169.09 ,$177.31 
95,$44.28 ,$46.29 ,$46.67 ,$47.39 ,$50.39 ,$51.97 ,$54.95 ,$170.73 ,$170.73 ,$178.95 
96,$44.76 ,$46.72 ,$47.12 ,$47.89 ,$50.89 ,$52.44 ,$55.44 ,$172.29 ,$172.29 ,$180.51 
97,$45.26 ,$47.16 ,$47.59 ,$48.39 ,$51.37 ,$52.93 ,$55.95 ,$173.94 ,$173.94 ,$182.15 
98,$45.75 ,$47.60 ,$48.04 ,$48.87 ,$51.85 ,$53.42 ,$56.44 ,$175.49 ,$175.49 ,$183.80 
99,$46.24 ,$48.03 ,$48.51 ,$49.36 ,$52.34 ,$53.90 ,$56.94 ,$177.13 ,$177.13 ,$185.45 
100,$46.72 ,$48.48 ,$48.96 ,$49.84 ,$52.83 ,$54.39 ,$57.43 ,$178.78 ,$178.78 ,$187.10 
101,$47.16 ,$48.90 ,$49.40 ,$50.27 ,$53.31 ,$54.88 ,$57.92 ,$180.42 ,$180.42 ,$188.83 
102,$47.60 ,$49.34 ,$49.86 ,$50.69 ,$53.80 ,$55.35 ,$58.41 ,$182.08 ,$182.08 ,$190.57 
103,$48.03 ,$49.78 ,$50.30 ,$51.13 ,$54.28 ,$55.84 ,$58.89 ,$183.72 ,$183.72 ,$192.31 
104,$48.48 ,$50.22 ,$50.76 ,$51.56 ,$54.73 ,$56.32 ,$59.38 ,$185.47 ,$185.47 ,$194.04 
105,$48.90 ,$50.64 ,$51.19 ,$52.00 ,$55.19 ,$56.81 ,$59.85 ,$187.11 ,$187.11 ,$195.60 
106,$49.34 ,$51.09 ,$51.64 ,$52.41 ,$55.64 ,$57.30 ,$60.34 ,$188.84 ,$188.84 ,$197.16 
107,$49.78 ,$51.52 ,$52.09 ,$52.84 ,$56.10 ,$57.79 ,$60.83 ,$190.59 ,$190.59 ,$198.80 
108,$50.21 ,$51.96 ,$52.54 ,$53.26 ,$56.55 ,$58.28 ,$61.31 ,$192.32 ,$192.32 ,$200.46 
109,$50.62 ,$52.39 ,$52.98 ,$53.69 ,$57.00 ,$58.76 ,$61.80 ,$193.97 ,$193.97 ,$202.29 
110,$51.06 ,$52.83 ,$53.43 ,$54.10 ,$57.45 ,$59.24 ,$62.29 ,$195.61 ,$195.61 ,$203.93 
111,$51.48 ,$53.26 ,$53.87 ,$54.51 ,$57.91 ,$59.72 ,$62.76 ,$197.36 ,$197.36 ,$205.57 
112,$51.91 ,$53.71 ,$54.33 ,$54.94 ,$58.36 ,$60.20 ,$63.23 ,$199.09 ,$199.09 ,$207.22 
113,$52.33 ,$54.13 ,$54.77 ,$55.35 ,$58.82 ,$60.67 ,$63.70 ,$200.83 ,$200.83 ,$208.96 
114,$52.75 ,$54.57 ,$55.21 ,$55.78 ,$59.26 ,$61.15 ,$64.18 ,$202.57 ,$202.57 ,$210.70 
115,$53.18 ,$55.01 ,$55.66 ,$56.20 ,$59.72 ,$61.62 ,$64.66 ,$204.30 ,$204.30 ,$212.43 
116,$53.59 ,$55.44 ,$56.11 ,$56.73 ,$60.17 ,$62.09 ,$65.13 ,$205.96 ,$205.96 ,$214.18 
117,$54.03 ,$55.87 ,$56.56 ,$57.31 ,$60.63 ,$62.57 ,$65.62 ,$207.60 ,$207.60 ,$215.92 
118,$54.45 ,$56.31 ,$57.00 ,$57.85 ,$61.09 ,$63.04 ,$66.08 ,$209.25 ,$209.25 ,$217.75 
119,$54.88 ,$56.75 ,$57.44 ,$58.45 ,$61.53 ,$63.53 ,$66.56 ,$211.26 ,$211.26 ,$219.58 
120,$55.30 ,$57.19 ,$57.90 ,$58.88 ,$61.99 ,$64.01 ,$67.04 ,$213.00 ,$213.00 ,$221.41 
121,$55.72 ,$57.62 ,$58.34 ,$59.29 ,$62.44 ,$64.50 ,$67.52 ,$214.83 ,$214.83 ,$223.14 
122,$56.15 ,$58.05 ,$58.79 ,$59.71 ,$62.90 ,$64.98 ,$68.01 ,$216.66 ,$216.66 ,$224.88 
123,$56.58 ,$58.50 ,$59.23 ,$60.14 ,$63.35 ,$65.46 ,$68.50 ,$218.49 ,$218.49 ,$226.71 
124,$57.00 ,$58.93 ,$59.68 ,$60.57 ,$63.80 ,$65.95 ,$68.97 ,$220.32 ,$220.32 ,$228.54 
125,$57.42 ,$59.37 ,$60.13 ,$60.99 ,$64.25 ,$66.44 ,$69.46 ,$222.15 ,$222.15 ,$230.37 
126,$57.86 ,$59.80 ,$60.58 ,$61.41 ,$64.72 ,$66.92 ,$69.95 ,$223.97 ,$223.97 ,$232.20 
127,$58.28 ,$60.24 ,$61.01 ,$61.84 ,$65.18 ,$67.41 ,$70.43 ,$225.80 ,$225.80 ,$234.03 
128,$58.69 ,$60.67 ,$61.47 ,$62.27 ,$65.65 ,$67.90 ,$70.92 ,$227.63 ,$227.63 ,$235.85 
129,$59.12 ,$61.12 ,$61.91 ,$62.69 ,$66.11 ,$68.38 ,$71.40 ,$229.46 ,$229.46 ,$237.68 
130,$59.55 ,$61.54 ,$62.30 ,$63.12 ,$66.57 ,$68.87 ,$71.89 ,$231.29 ,$231.29 ,$239.51 
131,$59.98 ,$61.98 ,$62.63 ,$63.55 ,$67.04 ,$69.36 ,$72.37 ,$233.12 ,$233.12 ,$241.26 
132,$60.39 ,$62.42 ,$63.06 ,$63.97 ,$67.50 ,$69.84 ,$72.85 ,$234.95 ,$234.95 ,$243.00 
133,$60.83 ,$62.86 ,$63.50 ,$64.39 ,$67.97 ,$70.33 ,$73.34 ,$236.78 ,$236.78 ,$244.73 
134,$61.25 ,$63.28 ,$63.95 ,$64.81 ,$68.42 ,$70.81 ,$73.83 ,$238.61 ,$238.61 ,$246.47 
135,$61.68 ,$63.72 ,$64.40 ,$65.24 ,$68.89 ,$71.30 ,$74.31 ,$240.44 ,$240.44 ,$248.21 
136,$62.10 ,$64.16 ,$64.84 ,$65.67 ,$69.36 ,$71.78 ,$74.80 ,$242.27 ,$242.27 ,$249.94 
137,$62.52 ,$64.59 ,$65.29 ,$66.09 ,$69.82 ,$72.26 ,$75.30 ,$244.11 ,$244.11 ,$251.69 
138,$62.95 ,$65.03 ,$65.73 ,$66.51 ,$70.29 ,$72.75 ,$75.77 ,$245.94 ,$245.94 ,$253.42 
139,$63.38 ,$65.46 ,$66.18 ,$66.94 ,$70.75 ,$73.24 ,$76.26 ,$247.77 ,$247.77 ,$255.16 
140,$63.80 ,$65.90 ,$66.63 ,$67.36 ,$71.21 ,$73.72 ,$76.75 ,$249.50 ,$249.50 ,$256.90 
141,$64.22 ,$66.34 ,$67.07 ,$67.79 ,$71.67 ,$74.21 ,$77.23 ,$251.24 ,$251.24 ,$258.55 
142,$64.66 ,$66.77 ,$67.52 ,$68.22 ,$72.14 ,$74.70 ,$77.72 ,$252.99 ,$252.99 ,$260.19 
143,$65.07 ,$67.20 ,$67.97 ,$68.65 ,$72.61 ,$75.17 ,$78.20 ,$254.71 ,$254.71 ,$261.83 
144,$65.49 ,$67.65 ,$68.41 ,$69.06 ,$73.07 ,$75.66 ,$78.69 ,$256.46 ,$256.46 ,$263.58 
145,$65.92 ,$68.08 ,$68.84 ,$69.49 ,$73.53 ,$76.14 ,$79.17 ,$258.29 ,$258.29 ,$265.32 
146,$66.35 ,$68.51 ,$69.29 ,$69.91 ,$73.99 ,$76.63 ,$79.65 ,$260.12 ,$260.12 ,$267.05 
147,$66.77 ,$68.95 ,$69.74 ,$70.34 ,$74.46 ,$77.13 ,$80.14 ,$261.95 ,$261.95 ,$268.79 
148,$67.19 ,$69.39 ,$70.19 ,$70.76 ,$74.92 ,$77.61 ,$80.63 ,$263.78 ,$263.78 ,$270.53 
149,$67.63 ,$69.83 ,$70.64 ,$71.19 ,$75.39 ,$78.10 ,$81.11 ,$265.61 ,$265.61 ,$272.27 
150,$68.05 ,$70.27 ,$71.07 ,$71.61 ,$75.86 ,$78.58 ,$81.60 ,$267.44 ,$267.44 ,$274.01 
